,index,projectId,name,difficulty,priority,percentMapped,percentValidated,status,lastUpdated,dueDate,country,organisationName,creation_date,totalArea,totalContributors,author,creation_date_datetime,concat,duplicated
1033,5057,10919,"Bwaise Parish - Kampala, Uganda",MODERATE,MEDIUM,100,100,ARCHIVED,2022-07-26 13:30:49,,['Uganda'],YouthMappers,2021-05-18 12:57:01,0.78,24,Ingrid Kintu,2021-05-18 12:57:01,"Bwaise Parish - Kampala, UgandaYouthMappersIngrid Kintu['Uganda']",FALSE
1043,5077,10977,"Buildings, roads and waterways of Sucupira do Riachão, Maranhão (MA), Brazil",MODERATE,MEDIUM,100,100,ARCHIVED,2022-01-17 14:53:12,,['Brazil'],OSM Brasil,2021-06-01 6:59:05,565.649,11,Vitor George,2021-06-01 6:59:05,"Buildings, roads and waterways of Sucupira do Riachão, Maranhão (MA), BrazilOSM BrasilVitor George['Brazil']",FALSE
1045,5079,10984,"Mapping Amazon Floods (Alenquer, Pará, Brasil) ",EASY,MEDIUM,100,100,ARCHIVED,2023-08-28 14:56:08,2021-12-20 3:00:00,['Brazil'],YouthMappers,2021-06-04 17:24:07,8.401,163,Rory Nealon,2021-06-04 17:24:07,"Mapping Amazon Floods (Alenquer, Pará, Brasil) YouthMappersRory Nealon['Brazil']",FALSE
1054,5096,11044,Chikamoneka -Mapping for Impact of Poverty on Education in Kasama District,EASY,MEDIUM,100,100,ARCHIVED,2023-07-11 8:23:59,,['Zambia'],YouthMappers,2021-06-25 12:13:42,171.229,32,chomba chishala,2021-06-25 12:13:42,Chikamoneka -Mapping for Impact of Poverty on Education in Kasama District YouthMapperschomba chishala ['Zambia'],FALSE
1056,5098,11052,Fighting Gender-Based Violence - Kakanju Subcounty,EASY,MEDIUM,100,100,ARCHIVED,2023-10-04 7:42:00,2021-05-19 21:00:00,['Uganda'],MapUganda,2021-06-25 19:47:32,56.274,27,Samson Ngumenawe,2021-06-25 19:47:32,Fighting Gender-Based Violence - Kakanju SubcountyMapUgandaSamson Ngumenawe['Uganda'],FALSE
1057,5099,11053,"Preliminary Mapping for Illegal Dumpster location in Ibadan,  Oyo State Nigeria",EASY,MEDIUM,100,100,ARCHIVED,2023-08-28 14:56:41,,['Nigeria'],YouthMappers,2021-06-25 23:57:27,12.302,46,Yusuf,2021-06-25 23:57:27,"Preliminary Mapping for Illegal Dumpster location in Ibadan,  Oyo State NigeriaYouthMappersYusuf['Nigeria']",FALSE
1084,5147,11203,"OSM Fiji - Nawaka Area, Nadi",EASY,MEDIUM,100,100,ARCHIVED,2022-10-13 7:06:50,,['Fiji'],OSM Fiji,2021-07-27 13:36:42,1.881,22,Carrol Chan,2021-07-27 13:36:42,"OSM Fiji - Nawaka Area, NadiOSM FijiCarrol Chan['Fiji']",FALSE
1090,5165,11239,Open Cities - Guatemala: Quiche - Uspantán,EASY,MEDIUM,100,100,ARCHIVED,2022-08-18 14:22:02,,['Guatemala'],HOT,2021-08-03 12:25:26,10.017,462,Sam Colchester,2021-08-03 12:25:26,Open Cities - Guatemala: Quiche - UspantánHOTSam Colchester['Guatemala'],FALSE
1092,5171,11284,"Mapping to Create Flood Resilient Communities- Nawuni, Ghana",MODERATE,MEDIUM,100,100,ARCHIVED,2022-07-26 13:31:02,,['Ghana'],YouthMappers,2021-08-15 22:02:46,0.253,12,Ndapile Mkuwu,2021-08-15 22:02:46,"Mapping to Create Flood Resilient Communities- Nawuni, GhanaYouthMappersNdapile Mkuwu['Ghana']",FALSE
1093,5174,11306,"Missing Maps: Buildings in Sabon Birni, Nigeria (1)",EASY,MEDIUM,100,100,ARCHIVED,2021-11-25 11:48:32,,['Nigeria'],Médecins Sans Frontières (MSF),2021-08-21 12:15:53,11.26,166,Andries Heyns,2021-08-21 12:15:53,"Missing Maps: Buildings in Sabon Birni, Nigeria (1)Médecins Sans Frontières (MSF) Andries Heyns['Nigeria']",FALSE
1102,5189,11328,#MapeiaMA - Nova Iorque,MODERATE,MEDIUM,100,100,ARCHIVED,2022-03-21 1:39:40,,['Brazil'],OSM Brasil,2021-08-29 23:47:51,981.511,3,Gustavo Soares,2021-08-29 23:47:51,#MapeiaMA - Nova IorqueOSM BrasilGustavo Soares['Brazil'],FALSE
1105,5195,11342,"#MapeiaMA - Barão de Grajaú (MA, Brasil)",MODERATE,MEDIUM,100,100,ARCHIVED,2022-02-01 0:34:32,,['Brazil'],OSM Brasil,2021-09-02 17:32:54,2247.975,4,Gustavo Soares,2021-09-02 17:32:54,"#MapeiaMA - Barão de Grajaú (MA, Brasil)OSM BrasilGustavo Soares['Brazil']",FALSE
1108,5198,11353,OSM South Sudan - Yei Town,EASY,MEDIUM,100,100,ARCHIVED,2023-07-11 8:24:42,2021-09-29 21:00:00,['South Sudan'],MapUganda,2021-09-05 21:54:57,134.538,40,Samson Ngumenawe,2021-09-05 21:54:57,OSM South Sudan - Yei TownMapUgandaSamson Ngumenawe['South Sudan'],FALSE
1109,5199,11360," SUDÁN, RECURSOS NATURALES, ESTADO DE KASSALA",EASY,MEDIUM,100,100,ARCHIVED,2023-10-04 7:43:05,,['Sudan'],Spanish Red Cross,2021-09-07 8:53:47,72.561,38,Laura,2021-09-07 8:53:47," SUDÁN, RECURSOS NATURALES, ESTADO DE KASSALASpanish Red CrossLaura['Sudan']",FALSE
1131,5226,11475,Rupa Gaunpalika Mapping,EASY,MEDIUM,100,100,ARCHIVED,2022-01-25 9:47:50,,['Nepal'],Kathmandu Living Labs,2021-09-19 6:24:32,94.857,15,Sushma Ghimire,2021-09-19 6:24:32,Rupa Gaunpalika Mapping Kathmandu Living LabsSushma Ghimire['Nepal'],FALSE
1134,5230,11491,MapeiaMA - São João dos Patos,MODERATE,MEDIUM,100,100,ARCHIVED,2021-12-18 20:42:10,,['Brazil'],OSM Brasil,2021-09-21 13:58:00,1501.092,17,Gustavo Soares,2021-09-21 13:58:00,MapeiaMA - São João dos PatosOSM BrasilGustavo Soares['Brazil'],FALSE
1138,5249,11606,Outbreak/Vulnerability Mapping Merthyr - Cefn Coed y Cymer/Nantgau,MODERATE,MEDIUM,100,100,ARCHIVED,2023-07-11 8:30:31,2021-12-07 0:00:00,['United Kingdom'],Wales Community Mapping,2021-10-07 16:04:39,1.137,9,Rupert Allan,2021-10-07 16:04:39,Outbreak/Vulnerability Mapping Merthyr - Cefn Coed y Cymer/NantgauWales Community MappingRupert Allan['United Kingdom'],FALSE
1140,5252,11655,Outbreak/Vulnerability Mapping Merthyr - Heolgerrig,MODERATE,MEDIUM,100,100,ARCHIVED,2023-07-11 8:30:50,2021-12-07 0:00:00,['United Kingdom'],Wales Community Mapping,2021-10-15 20:02:58,0.901,18,Cj Malone,2021-10-15 20:02:58,Outbreak/Vulnerability Mapping Merthyr - HeolgerrigWales Community MappingCj Malone['United Kingdom'],FALSE
1141,5254,11657,"Mapping and validation of Khandbari Municipality,  Sankhuwasabha District",MODERATE,MEDIUM,100,100,ARCHIVED,2023-07-11 8:31:04,,['Nepal'],Kathmandu Living Labs,2021-10-18 3:54:31,122.53,53,Roshan Paudel,2021-10-18 3:54:31,"Mapping and validation of Khandbari Municipality,  Sankhuwasabha DistrictKathmandu Living LabsRoshan Paudel['Nepal']",FALSE
1147,5263,11685,"Missing Maps: MSF/RCRC, updating buildings in Wad Sherifey refugee camp, Sudan",MODERATE,MEDIUM,100,100,ARCHIVED,2023-01-05 20:26:33,,['Sudan'],Netherlands Red Cross,2021-10-21 7:54:52,22.154,61,Andries Heyns,2021-10-21 7:54:52,"Missing Maps: MSF/RCRC, updating buildings in Wad Sherifey refugee camp, SudanNetherlands Red CrossAndries Heyns['Sudan']",FALSE
1148,5265,11687,"MAP FOR RESILIENCE, Bangladesh: Coastal District #BHOLA -01",EASY,MEDIUM,100,99,ARCHIVED,2024-06-27 7:40:29,2022-02-27 18:00:00,['Bangladesh'],OSM Bangladesh,2021-10-23 12:53:36,486.392,461,Atikur Rahman,2021-10-23 12:53:36,"MAP FOR RESILIENCE, Bangladesh: Coastal District #BHOLA -01OSM BangladeshAtikur Rahman['Bangladesh']",FALSE
1151,5270,11712,"[OSM Data Gaps] Jabodetabek, Indonesia",MODERATE,MEDIUM,100,100,ARCHIVED,2022-02-10 2:04:31,,['Indonesia'],Perkumpulan OpenStreetMap Indonesia,2021-10-27 7:24:34,847.843,74,Tri Selasa,2021-10-27 7:24:34,"[OSM Data Gaps] Jabodetabek, IndonesiaPerkumpulan OpenStreetMap IndonesiaTri Selasa['Indonesia']",FALSE
1168,5296,11749,"MAPPING AND VALIDATION OF BABAI, DANGISHARAN AND SHANTINAGAR RURAL MUNICIPALITIES OF DANG DISTRICT",MODERATE,MEDIUM,100,100,ARCHIVED,2022-01-16 4:51:21,,['Nepal'],Digital Mappers Dang,2021-11-04 7:21:06,427.562,3,Anil Basnet,2021-11-04 7:21:06,"MAPPING AND VALIDATION OF BABAI, DANGISHARAN AND SHANTINAGAR RURAL MUNICIPALITIES OF DANG DISTRICTDigital Mappers DangAnil Basnet['Nepal']",FALSE
1170,5298,11776,"Colombia - Asentamiento Informal La Pista en Maicao, La Guajira",MODERATE,MEDIUM,100,100,ARCHIVED,2023-07-11 8:31:28,,['Colombia'],iMMAP,2021-11-09 18:01:13,1.779,24,Liliana carvajal,2021-11-09 18:01:13,"Colombia - Asentamiento Informal La Pista en Maicao, La GuajiraiMMAPLiliana carvajal['Colombia']",FALSE
1171,5299,11784,"Mapping Chyasal, Nepal",EASY,MEDIUM,100,100,ARCHIVED,2022-05-31 11:53:16,,['Nepal'],Geomatics Engineering Society,2021-11-13 13:36:52,0.017,28,Rabi Shrestha,2021-11-13 13:36:52,"Mapping Chyasal, NepalGeomatics Engineering SocietyRabi Shrestha['Nepal']",FALSE
1172,5301,11788,Biharamulo Kagera  Buildings,EASY,MEDIUM,100,99,ARCHIVED,2025-01-08 20:10:50,,['Tanzania'],Tanzania Development Trust,2021-11-14 23:32:01,588.53,523,Janet CHAPMAN,2021-11-14 23:32:01,Biharamulo Kagera  BuildingsTanzania Development TrustJanet CHAPMAN['Tanzania'],FALSE
1182,5318,11893,Solid Waste Management-Unguja,MODERATE,MEDIUM,100,100,ARCHIVED,2022-01-06 9:48:51,2022-01-01 8:00:00,['Tanzania'],OpenMap Development Tanzania,2021-12-04 12:03:55,1565.562,21,Emanuel Kombe,2021-12-04 12:03:55,Solid Waste Management-UngujaOpenMap Development TanzaniaEmanuel Kombe['Tanzania'],FALSE
1185,5327,11940,Uganda Water Infrastructure Mapping Project (U-WIMP),EASY,MEDIUM,100,100,ARCHIVED,2022-07-26 13:30:05,,['Uganda'],YouthMappers,2021-12-22 19:48:09,64.571,66,Stellamaris Wavamunno,2021-12-22 19:48:09,Uganda Water Infrastructure Mapping Project (U-WIMP)YouthMappersStellamaris Wavamunno['Uganda'],FALSE
1194,5342,12032,Mapping with Drone Imagery -  Busano Bukedea District,MODERATE,MEDIUM,100,100,ARCHIVED,2023-10-04 7:44:39,,['Uganda'],MapUganda,2022-01-25 10:06:32,0.563,13,Ronald Oyom,2022-01-25 10:06:32,Mapping with Drone Imagery -  Busano Bukedea DistrictMapUgandaRonald Oyom['Uganda'],FALSE
1197,5350,12073,Open Cities - Guatemala: Zacapa Central 4,EASY,MEDIUM,100,100,ARCHIVED,2022-12-05 9:25:02,,['Guatemala'],HOT,2022-02-07 18:54:09,4.458,227,Sam Colchester,2022-02-07 18:54:09,Open Cities - Guatemala: Zacapa Central 4HOTSam Colchester['Guatemala'],FALSE
1198,5352,12101," XEXEU - (PE) BRAZIL - BUILDINGS, ROADS, POINTS OF INTEREST AND GREEN AREA.",MODERATE,MEDIUM,100,100,ARCHIVED,2024-03-06 18:47:50,,['Brazil'],Union of Brazilian Mappers of OSM (UMBRAOSM),2022-02-13 12:33:00,2.733,20,Raphael de Assis Jacinto e Silva,2022-02-13 12:33:00," XEXEU - (PE) BRAZIL - BUILDINGS, ROADS, POINTS OF INTEREST AND GREEN AREA.Union of Brazilian Mappers of OSM (UMBRAOSM)Raphael de Assis Jacinto e Silva ['Brazil']",FALSE
1199,5353,12102,"CP3 Program – Mekarwangi, Tanah Sereal, Bogor, Indonesia",EASY,MEDIUM,100,100,ARCHIVED,2022-04-04 9:40:31,,['Indonesia'],Perkumpulan OpenStreetMap Indonesia,2022-02-14 2:46:37,3.298,10,Tri Selasa,2022-02-14 2:46:37,"CP3 Program – Mekarwangi, Tanah Sereal, Bogor, IndonesiaPerkumpulan OpenStreetMap IndonesiaTri Selasa['Indonesia']",FALSE
1200,5356,12131,"CP3 Program – Bengkel, Kediri, Tabanan, Indonesia",EASY,MEDIUM,100,100,ARCHIVED,2022-03-11 6:19:43,,['Indonesia'],Perkumpulan OpenStreetMap Indonesia,2022-02-15 14:15:25,2.584,8,Fatisya Ilani Yusuf,2022-02-15 14:15:25,"CP3 Program – Bengkel, Kediri, Tabanan, IndonesiaPerkumpulan OpenStreetMap IndonesiaFatisya Ilani Yusuf['Indonesia']",FALSE
1207,5370,12167,Open Cities - Guatemala: Chiquimula Oeste 6,EASY,MEDIUM,100,100,ARCHIVED,2023-01-18 9:30:16,,['Guatemala'],HOT,2022-02-16 19:44:58,5.167,114,Sam Colchester,2022-02-16 19:44:58,Open Cities - Guatemala: Chiquimula Oeste 6HOTSam Colchester['Guatemala'],FALSE
1209,5375,12191,Bandama - YouthMappers Challenge,EASY,MEDIUM,100,100,ARCHIVED,2024-07-01 16:15:23,,['Sierra Leone'],OSM Sierra Leone,2022-02-23 13:13:31,1.98,61,Tommy Charles,2022-02-23 13:13:31,Bandama - YouthMappers ChallengeOSM Sierra LeoneTommy Charles['Sierra Leone'],FALSE
1224,5410,12323,Water and Sanitation Mapping in Nakawa Division s' Informal Settlements Kinawataka.,EASY,MEDIUM,100,100,ARCHIVED,2023-07-11 8:33:48,,['Uganda'],MapUganda,2022-03-15 8:56:29,0.644,4,Ronald Oyom,2022-03-15 8:56:29,Water and Sanitation Mapping in Nakawa Division s' Informal Settlements Kinawataka.MapUgandaRonald Oyom['Uganda'],FALSE
1230,5431,12415,Cartographie de Timbou,MODERATE,MEDIUM,100,100,ARCHIVED,2024-03-03 11:49:23,,['Togo'],OSM Togo,2022-04-11 6:15:05,1.26,10,ZOUBINNABA Youma Emmanuel,2022-04-11 6:15:05,Cartographie de TimbouOSM TogoZOUBINNABA Youma Emmanuel['Togo'],FALSE
1234,5443,12467,Sigaya and Duga missing buildings,EASY,MEDIUM,100,100,ARCHIVED,2022-09-20 18:10:21,,['Tanzania'],Tanzania Development Trust,2022-04-16 16:21:58,123.25,81,Emmor,2022-04-16 16:21:58,Sigaya and Duga missing buildingsTanzania Development TrustEmmor['Tanzania'],FALSE
1235,5444,12468,Mapping buildings of Dhankuta Municipality,MODERATE,MEDIUM,100,100,ARCHIVED,2023-07-11 8:34:20,,['Nepal'],Kathmandu Living Labs,2022-04-18 4:59:10,110.596,9,Manoj Thapa,2022-04-18 4:59:10,Mapping buildings of Dhankuta MunicipalityKathmandu Living LabsManoj Thapa['Nepal'],FALSE
1239,5449,12514,Mapping Buildings of Damak Municipality,MODERATE,MEDIUM,100,100,ARCHIVED,2022-08-09 4:39:11,,['Nepal'],Kathmandu Living Labs,2022-04-27 5:20:13,70.657,11,Sushma Ghimire,2022-04-27 5:20:13,Mapping Buildings of Damak MunicipalityKathmandu Living LabsSushma Ghimire['Nepal'],FALSE
1240,5452,12529,Mapping of Itahari Sub-Metropolitian City,MODERATE,MEDIUM,100,100,ARCHIVED,2022-07-13 9:15:28,,['Nepal'],Kathmandu Living Labs,2022-05-02 4:46:41,93.357,10,Sushma Ghimire,2022-05-02 4:46:41,Mapping of Itahari Sub-Metropolitian CityKathmandu Living LabsSushma Ghimire['Nepal'],FALSE
1247,5467,12664,MAP MY CITY PROJECT YOUTHMAPPERS ZAMBIA AND ODLZ,EASY,MEDIUM,100,100,ARCHIVED,2023-07-11 8:34:27,,['Zambia'],YouthMappers,2022-05-25 8:35:57,2.864,7,chomba chishala,2022-05-25 8:35:57,MAP MY CITY PROJECT YOUTHMAPPERS ZAMBIA AND ODLZYouthMapperschomba chishala ['Zambia'],FALSE
1250,5485,12728,OSM Fiji PCRAFI - Sb New Georgia Buildings and Roads,EASY,MEDIUM,100,100,ARCHIVED,2023-02-14 2:15:15,2023-08-02 14:00:00,['Solomon Islands'],OSM Fiji,2022-06-03 8:42:20,4826.468,66,Carrol Chan,2022-06-03 8:42:20,OSM Fiji PCRAFI - Sb New Georgia Buildings and RoadsOSM FijiCarrol Chan['Solomon Islands'],FALSE
1251,5486,12751,"Mapping Roads in response to Flash Floods in Ifakara Town Council, Tanzania",EASY,MEDIUM,99,99,ARCHIVED,2023-08-22 15:49:08,,['Tanzania'],YouthMappers,2022-06-06 17:09:33,537.485,54,Rory Nealon,2022-06-06 17:09:33,"Mapping Roads in response to Flash Floods in Ifakara Town Council, TanzaniaYouthMappersRory Nealon['Tanzania']",FALSE
1256,5498,12839,Tracking Flood In Rural Liberia: Commonwealth District,EASY,MEDIUM,100,100,ARCHIVED,2023-05-04 12:48:13,2022-12-31 0:00:00,['Liberia'],OSM Liberia,2022-06-20 14:32:35,200.573,49,Geoffrey Kateregga,2022-06-20 14:32:35,Tracking Flood In Rural Liberia: Commonwealth District OSM LiberiaGeoffrey Kateregga['Liberia'],FALSE
1257,5503,12872,Mapping For Tourism: Apok-gor fishing site,MODERATE,MEDIUM,100,100,ARCHIVED,2022-10-28 7:10:46,,['Uganda'],MapUganda,2022-06-23 15:54:22,7.485,3,Micheal Kaluba,2022-06-23 15:54:22,Mapping For Tourism: Apok-gor fishing siteMapUgandaMicheal Kaluba['Uganda'],FALSE
1258,5515,12888,Tracking Flood In Rural Liberia: Tewor District,EASY,MEDIUM,100,100,ARCHIVED,2023-10-04 7:45:42,2022-12-31 0:00:00,['Liberia'],OSM Liberia,2022-06-27 11:39:50,635.603,15,Christian Weah,2022-06-27 11:39:50,Tracking Flood In Rural Liberia: Tewor DistrictOSM LiberiaChristian Weah['Liberia'],FALSE
1270,5540,12997,Mapeamento de Comunidades Ribeirinhas e Rurais na Amazônia - Alvarães,EASY,MEDIUM,100,100,ARCHIVED,2024-01-22 18:44:00,2022-12-30 3:00:00,['Brazil'],YouthMappers,2022-07-13 15:21:06,48.087,20,Ana Luísa Teixeira,2022-07-13 15:21:06,Mapeamento de Comunidades Ribeirinhas e Rurais na Amazônia - AlvarãesYouthMappersAna Luísa Teixeira['Brazil'],FALSE
1271,5548,13077,Ruwa-Niger - Fakara Municipality,EASY,MEDIUM,100,100,ARCHIVED,2023-10-04 7:46:27,2022-11-30 0:00:00,['Niger'],OSM Niger,2022-07-27 18:05:32,568.646,88,Samaila Alio,2022-07-27 18:05:32,Ruwa-Niger - Fakara MunicipalityOSM NigerSamaila Alio['Niger'],FALSE
1273,5554,13108,Banepa Ward 10,EASY,MEDIUM,100,100,ARCHIVED,2022-10-20 6:41:00,,['Nepal'],Geomatics Engineering Society,2022-07-30 8:13:21,3.16,22,Sushma Ghimire,2022-07-30 8:13:21,Banepa Ward 10Geomatics Engineering SocietySushma Ghimire['Nepal'],FALSE
1275,5564,13263,STOP Spillover Bundibugyo - Harugale Subcounty,MODERATE,MEDIUM,100,100,ARCHIVED,2022-08-23 12:56:40,2021-05-19 21:00:00,['Uganda'],MapUganda,2022-08-16 9:26:58,75.037,6,Awania  Morish,2022-08-16 9:26:58,STOP Spillover Bundibugyo - Harugale SubcountyMapUgandaAwania  Morish['Uganda'],FALSE
1316,5630,13528,CLIMATE RESILIENCE PLANNING WITH DIGITAL MAPPING,MODERATE,MEDIUM,100,100,ARCHIVED,2022-09-26 18:40:29,2022-09-26 22:00:00,['Zambia'],ODL Zambia,2022-09-20 15:35:44,47.417,18,Gertrude Namitala,2022-09-20 15:35:44,CLIMATE RESILIENCE PLANNING WITH DIGITAL MAPPINGODL ZambiaGertrude Namitala['Zambia'],FALSE
1319,5634,13542,Mapping for Climate Change Vietnam,MODERATE,MEDIUM,100,100,ARCHIVED,2022-12-28 13:46:04,,['Vietnam'],Open Mapping Hub Asia-Pacific,2022-09-23 16:08:25,23.92,35,Madaam,2022-09-23 16:08:25,Mapping for Climate Change VietnamOpen Mapping Hub Asia-PacificMadaam['Vietnam'],FALSE
1320,5635,13544,#ImportPMFBuildings - Panamericano,CHALLENGING,MEDIUM,100,100,ARCHIVED,2022-09-28 15:24:05,,['Brazil'],OSM Brasil,2022-09-23 19:19:59,0.4,2,Gustavo Soares,2022-09-23 19:19:59,#ImportPMFBuildings - PanamericanoOSM BrasilGustavo Soares['Brazil'],FALSE
1330,5668,13726,"Missing Maps: Meadow Lake, SK, Canada",EASY,MEDIUM,100,100,ARCHIVED,2022-12-21 17:42:06,2023-01-31 5:00:00,['Canada'],Canadian Red Cross,2022-11-04 15:04:26,2395.664,103,Sophie Gélinas-Gagné,2022-11-04 15:04:26,"Missing Maps: Meadow Lake, SK, CanadaCanadian Red CrossSophie Gélinas-Gagné['Canada']",FALSE
1336,5684,13803,DRC waterways: Lualaba 2022 (part 1/6),MODERATE,MEDIUM,100,100,ARCHIVED,2023-05-10 12:26:38,,['Democratic Republic of the Congo'],OSM RDC,2022-11-17 5:58:50,2256.383,17,clairedelune,2022-11-17 5:58:50,DRC waterways: Lualaba 2022 (part 1/6)OSM RDCclairedelune['Democratic Republic of the Congo'],FALSE
1340,5701,13938,"Missing Maps: Chipindo, Huila province, Angola (1)",EASY,MEDIUM,100,100,ARCHIVED,2023-08-17 8:27:34,,['Angola'],Médecins Sans Frontières (MSF),2022-12-05 8:50:02,67.516,90,Jorieke Vyncke,2022-12-05 8:50:02,"Missing Maps: Chipindo, Huila province, Angola (1)Médecins Sans Frontières (MSF) Jorieke Vyncke['Angola']",FALSE
1343,5711,13974,Kakuma Kalobeyei Community Mapping Project,MODERATE,MEDIUM,100,100,ARCHIVED,2022-12-30 9:03:06,,['Kenya'],Open Mapping Hub ESA,2022-12-15 9:22:22,1.619,11,DUNCAN KEBUT,2022-12-15 9:22:22,Kakuma Kalobeyei Community Mapping ProjectOpen Mapping Hub ESADUNCAN KEBUT['Kenya'],FALSE
1348,5729,14161,Sikaduko No 1 Rundu,MODERATE,MEDIUM,100,100,ARCHIVED,2023-10-04 7:51:30,,['Namibia'],OSM Namibia,2023-01-18 12:18:15,0.517,24,Florian Jacky MAREMBO,2023-01-18 12:18:15,Sikaduko No 1 Rundu OSM NamibiaFlorian Jacky MAREMBO['Namibia'],FALSE
1355,5758,14210,"Missing Maps: Mangochi district, Malawi (1)",EASY,MEDIUM,100,100,ARCHIVED,2023-04-27 13:59:18,,['Malawi'],Médecins Sans Frontières (MSF),2023-02-06 8:28:03,494.875,340,Jorieke Vyncke,2023-02-06 8:28:03,"Missing Maps: Mangochi district, Malawi (1)Médecins Sans Frontières (MSF) Jorieke Vyncke['Malawi']",FALSE
1356,5776,14266,Uvinza Kigoma missing buildings,EASY,MEDIUM,100,100,ARCHIVED,2023-02-28 14:14:38,,['Tanzania'],Tanzania Development Trust,2023-02-11 23:21:58,9.625,42,Emmor,2023-02-11 23:21:58,Uvinza Kigoma missing buildingsTanzania Development TrustEmmor['Tanzania'],FALSE
1358,5786,14301,Cartographie des camps de refugiés - Zahle - Liban,MODERATE,MEDIUM,100,100,ARCHIVED,2023-09-07 10:18:25,,['Lebanon'],CartONG,2023-02-20 15:59:52,27.168,33,Matthieu Haasser,2023-02-20 15:59:52,Cartographie des camps de refugiés - Zahle - LibanCartONGMatthieu Haasser['Lebanon'],FALSE
1361,5789,14322,Noda Vanua OSM - Tailevu Province,MODERATE,MEDIUM,100,100,ARCHIVED,2024-08-13 7:59:13,2024-02-22 12:00:00,['Fiji'],OSM Fiji,2023-02-23 8:14:50,933.204,22,Lavenia Mafi,2023-02-23 8:14:50,Noda Vanua OSM - Tailevu ProvinceOSM FijiLavenia Mafi['Fiji'],FALSE
1362,5803,14386,Maleny Maps: Digital Base Map for DRR [Buildings],MODERATE,MEDIUM,100,100,ARCHIVED,2024-12-21 21:14:29,2023-08-30 14:00:00,['Australia'],OSGeo Oceania,2023-03-02 2:42:49,24.249,15,Ritva,2023-03-02 2:42:49,Maleny Maps: Digital Base Map for DRR [Buildings]OSGeo OceaniaRitva['Australia'],FALSE
1364,5806,14397,MSF au Festival des Migrations 2023 - Kibaale Town Council-Western Uganda,EASY,MEDIUM,100,100,ARCHIVED,2023-04-05 12:17:04,,['Uganda'],MapUganda,2023-03-04 9:33:54,26.482,17,Awania  Morish,2023-03-04 9:33:54,MSF au Festival des Migrations 2023 - Kibaale Town Council-Western Uganda MapUgandaAwania  Morish['Uganda'],FALSE
1365,5807,14399,Ghana Independence Day Ho. #MapGhana Project,EASY,MEDIUM,100,100,ARCHIVED,2024-12-09 10:43:41,2023-03-31 0:00:00,['Ghana'],OSM Ghana,2023-03-05 7:36:07,571.07,138,Stephen Mawutor Donkor,2023-03-05 7:36:07,Ghana Independence Day Ho. #MapGhana ProjectOSM GhanaStephen Mawutor Donkor['Ghana'],FALSE
1372,5830,14446,Lunguza Lushoto missing buildings,EASY,MEDIUM,100,100,ARCHIVED,2024-11-02 17:13:48,,['Tanzania'],Tanzania Development Trust,2023-03-14 20:59:11,2.502,35,Emmor,2023-03-14 20:59:11,Lunguza Lushoto missing buildingsTanzania Development TrustEmmor['Tanzania'],FALSE
1375,5833,14450,Okahandja 2 Buildings Mapping,EASY,MEDIUM,100,100,ARCHIVED,2024-12-09 10:43:07,2022-09-02 22:00:00,['Namibia'],OSM Namibia,2023-03-18 7:36:50,23.14,51,Geoffrey Kateregga,2023-03-18 7:36:50,Okahandja 2 Buildings MappingOSM NamibiaGeoffrey Kateregga['Namibia'],FALSE
1379,5840,14489,Volstruisvlakte,MODERATE,MEDIUM,100,100,ARCHIVED,2023-05-05 13:38:03,,['Namibia'],OSM Namibia,2023-03-28 12:20:10,0.381,37,Kela,2023-03-28 12:20:10,VolstruisvlakteOSM NamibiaKela['Namibia'],FALSE
1385,5857,14589,Ruboni Community Tourism Mapping _Bugoye Trading Centre Kasese District,EASY,MEDIUM,100,100,ARCHIVED,2023-04-19 15:34:16,,['Uganda'],MapUganda,2023-04-11 17:20:51,0.357,5,Awania  Morish,2023-04-11 17:20:51,Ruboni Community Tourism Mapping _Bugoye Trading Centre Kasese DistrictMapUgandaAwania  Morish['Uganda'],FALSE
